param1,param2,city
0.8059473217947595,192.34767955259338,Тольятти
0.30401376601453695,277.5988146556119,Самара
0.961722093577857,182.11920657705332,Тольятти
0.6886896971466255,45.62223628066369,Москва
0.7543013334082036,171.27847221617512,Москва
0.34859089357766027,222.04193428257074,Самара
0.8905712242421768,173.51157975230086,Тольятти
0.7767834511767411,173.6301553897429,Москва
0.8307194424036817,189.61560035149122,Москва
0.4717555058531604,283.31159271441135,Москва
0.29844534264315975,223.55403034059484,Самара
0.3681344487320624,224.13521269743552,Самара
0.4782844415332113,275.4863128894153,Самара
0.3869680177788505,290.0793117865478,Москва
0.474684742239899,274.71566038146364,Самара
0.6409040545895541,44.702257566634714,Москва
0.7761512669809458,207.2633673452783,Москва
0.474707982439454,279.71988292213615,Самара
0.01,238.17298927063715,Москва
0.7579140066115658,51.02292743895693,Самара
0.882226394655787,40.91155262874132,Самара
0.8513632853367232,194.91103632797874,Тольятти
0.1861069124709612,219.50189818624685,Москва
0.1613340228667304,229.12857912898832,Самара
0.7669216319930656,51.50389866587732,Москва
0.5851262748391197,44.894121125198375,Москва
0.179412603681612,238.1541764865485,Москва
0.9671566485334063,54.082864494738125,Москва
0.7750812728218068,24.468005338785492,Москва
0.8317853570399373,23.31429285097685,Самара
0.25133259665597263,242.83414876679737,Самара
0.41576204777076486,277.02813330355065,Самара
0.7691127322242602,197.82883621558184,Москва
0.4132041997363785,278.1641107349809,Самара
0.958557158603773,35.38919442250319,Самара
0.3102659346439042,193.9505784310235,Тольятти
0.8897334547583295,170.46317165373173,Тольятти
0.7187088569215103,30.93248537475012,Москва
0.01705136690255887,230.2596519933553,Москва
0.31314005746862966,289.30510403067365,Самара
0.3678038478572359,239.85678783488294,Тольятти
0.4553703334806898,283.22583636530305,Москва
0.30419362831118246,274.67460851753606,Самара
0.2597969351092369,240.54892160864244,Самара
0.8127344759826535,28.389180622961515,Москва
0.7865098921469975,209.59594136203617,Тольятти
0.47923551810978354,270.97530162154413,Москва
0.04491961418697442,218.48409298953746,Самара
0.2768057322541087,300.0,Самара
0.7267414480280345,33.74364718869923,Москва
0.7368689990277364,66.57988502852007,Москва
0.7653200558875111,188.1880225948991,Тольятти
